Cruise,Station,Date,Depth,Latitude,Longitude,Temperature,Salinity,Nitrate,Silicate,Phosphate
Icescape_2011,8801,2007-10-11,50.9,72.8415,-160.9703,-1.7121,32.34,13.93,51.17,2.12
Icescape_2011,8901,2007-10-11,2.2,72.9011,-160.8621,-1.1535,28.152,0,3.21,0.64
Icescape_2011,8901,2007-10-11,10.5,72.9011,-160.8621,-1.172,28.1696,0,3.21,0.64
Icescape_2011,8901,2007-10-11,25.9,72.9011,-160.8621,-1.2638,29.8573,0,3.71,0.71
Icescape_2011,8901,2007-10-11,46,72.9011,-160.8621,-1.7066,32.3038,13.91,37.12,1.94
Icescape_2011,8901,2007-10-11,54.1,72.9011,-160.8621,-1.7159,32.3591,14.89,50.46,2.12
Icescape_2011,9001,2007-10-11,2.2,72.958,-160.7711,-1.0519,27.8743,0,3.11,0.63
Icescape_2011,9001,2007-10-11,10.7,72.958,-160.7711,-1.0513,27.907,0,3.11,0.62
Icescape_2011,9001,2007-10-11,25.8,72.958,-160.7711,-1.2184,29.9779,0,3.71,0.71
Icescape_2011,9001,2007-10-11,50.2,72.958,-160.7711,-1.7047,32.2671,12.09,33.41,1.83
Icescape_2011,9001,2007-10-11,68.7,72.958,-160.7711,-1.6872,32.5029,14.88,47.65,2.04
Icescape_2011,9002,2007-11-11,2.4,72.9588,-160.7223,-1.1589,27.794,0,3.01,0.63
Icescape_2011,9002,2007-11-11,10.4,72.9588,-160.7223,-1.2076,28.1023,0,3.11,0.64
Icescape_2011,9002,2007-11-11,25.2,72.9588,-160.7223,-1.213,28.8651,0,3.11,0.67
Icescape_2011,9002,2007-11-11,45.7,72.9588,-160.7223,-1.6564,32.1313,7.81,27.08,1.6
Icescape_2011,9002,2007-11-11,71.2,72.9588,-160.7223,-1.6913,32.5073,14.87,47.76,2.04
Icescape_2011,9101,2007-11-11,2.1,73.0121,-160.6385,-1.2027,27.895,0,3.01,0.63
Icescape_2011,9101,2007-11-11,10.5,73.0121,-160.6385,-1.137,28.3638,0,3.11,0.66
Icescape_2011,9101,2007-11-11,25.7,73.0121,-160.6385,-1.3097,29.5642,0,3.61,0.71
Icescape_2011,9101,2007-11-11,50.9,73.0121,-160.6385,-1.4293,32.0133,8.79,22.58,1.47
Icescape_2011,9101,2007-11-11,76.1,73.0121,-160.6385,-1.6656,32.4086,13.49,42.74,1.86
Icescape_2011,9201,2007-11-11,10.6,73.0781,-160.5714,-1.2224,28.1371,0,3.11,0.65
Icescape_2011,9201,2007-11-11,25.7,73.0781,-160.5714,-1.2354,29.4307,0,3.31,0.7
Icescape_2011,9201,2007-11-11,56.5,73.0781,-160.5714,-1.1852,31.1523,0.94,7.63,0.95
Icescape_2011,9301,2007-11-11,2.3,73.1305,-160.5051,-1.2028,27.7291,0,3.01,0.63
Icescape_2011,9301,2007-11-11,10.4,73.1305,-160.5051,-1.1649,27.816,0,2.91,0.63
Icescape_2011,9301,2007-11-11,26.2,73.1305,-160.5051,-1.1923,28.9559,0,3.21,0.69
Icescape_2011,9301,2007-11-11,51.4,73.1305,-160.5051,-1.3432,30.937,0.45,5.82,0.83
Icescape_2011,9301,2007-11-11,63.6,73.1305,-160.5051,-1.1848,31.7322,2.7,9.73,1.09
Icescape_2011,9401,2007-11-11,2.2,73.2,-160.3846,-1.1809,27.75,0,3.21,0.64
Icescape_2011,9401,2007-11-11,10.7,73.2,-160.3846,-1.1577,27.7916,0,3.01,0.65
Icescape_2011,9401,2007-11-11,25.5,73.2,-160.3846,-1.1578,28.8336,0,3.11,0.65
Icescape_2011,9401,2007-11-11,33.8,73.2,-160.3846,-1.1469,29.8065,0.05,3.11,0.67
Icescape_2011,9401,2007-11-11,57,73.2,-160.3846,-1.431,31.1289,0.15,5.32,0.86
Icescape_2011,9501,2007-11-11,2.3,73.2723,-160.2565,-0.9541,27.5883,0,3.01,0.63
Icescape_2011,9501,2007-11-11,9.8,73.2723,-160.2565,-0.9895,27.5801,0,3.01,0.63
Icescape_2011,9501,2007-11-11,27.1,73.2723,-160.2565,-1.0838,29.5317,0,3.11,0.67
Icescape_2011,9501,2007-11-11,50.6,73.2723,-160.2565,-1.1242,31.5461,2.92,9.23,1.06
Icescape_2011,9601,2007-11-11,2.3,73.3194,-160.1705,-0.717,27.571,0,2.91,0.63
Icescape_2011,9601,2007-11-11,10.6,73.3194,-160.1705,-0.7542,27.6646,0,2.91,0.63
Icescape_2011,9601,2007-11-11,25.8,73.3194,-160.1705,-0.9895,29.1182,0,3.41,0.69
Icescape_2011,9601,2007-11-11,40.7,73.3194,-160.1705,-1.066,31.3321,2.66,8.93,1.03
Icescape_2011,9601,2007-11-11,51.2,73.3194,-160.1705,-1.1758,31.7506,5.56,13.64,1.23
Icescape_2011,9701,2007-11-11,2.9,73.384,-160.076,-0.8388,27.2406,0,2.81,0.62
Icescape_2011,9701,2007-11-11,11.1,73.384,-160.076,-0.8895,27.3562,0,2.81,0.61
Icescape_2011,9701,2007-11-11,25.4,73.384,-160.076,-0.9505,29.1015,0,3.21,0.7
Icescape_2011,9701,2007-11-11,40.8,73.384,-160.076,-1.0344,31.3579,1.67,7.42,0.96
Icescape_2011,9701,2007-11-11,50.6,73.384,-160.076,-1.1992,31.8114,5.23,12.94,1.21
Icescape_2011,9801,2007-11-11,2.7,73.439,-159.9854,-0.9273,26.925,0,2.71,0.6
Icescape_2011,9801,2007-11-11,10.4,73.439,-159.9854,-0.8872,27.1832,0,2.71,0.6
Icescape_2011,9801,2007-11-11,25.6,73.439,-159.9854,-1.0214,29.6083,0,3.41,0.72
Icescape_2011,9801,2007-11-11,48,73.439,-159.9854,-1.0693,31.4417,0.92,7.13,0.91
Icescape_2011,9901,2007-12-11,2.5,73.539,-159.918,-0.8893,26.8608,0,2.71,0.59
Icescape_2011,9901,2007-12-11,10.1,73.539,-159.918,-0.8977,26.9129,0,2.71,0.6
Icescape_2011,9901,2007-12-11,25.6,73.539,-159.918,-1.0004,28.7947,0,3.01,0.67
Icescape_2011,9901,2007-12-11,47.8,73.539,-159.918,-1.0036,31.1007,1.65,7.23,0.95
Icescape_2011,9902,2007-12-11,9.9,73.5687,-159.9795,-1.0437,27.3097,0,2.61,0.6
Icescape_2011,9902,2007-12-11,25.1,73.5687,-159.9795,-0.9975,28.6701,0,2.91,0.66
Icescape_2011,9902,2007-12-11,46.3,73.5687,-159.9795,-0.8648,31.1161,1.71,7.12,0.95
Icescape_2011,10001,7/13/11,2.2,73.7022,-160.2899,-0.8662,26.8711,0,2.5,0.59
Icescape_2011,10001,7/13/11,10.1,73.7022,-160.2899,-0.9778,27.0651,0,2.61,0.59
Icescape_2011,10001,7/13/11,25.1,73.7022,-160.2899,-0.9971,28.9173,0,2.91,0.68
Icescape_2011,10001,7/13/11,44,73.7022,-160.2899,-0.832,30.9842,0.94,6.32,0.89
Icescape_2011,10002,7/13/11,10,73.7473,-160.3456,-0.9675,27.3722,0,2.71,0.63
Icescape_2011,10002,7/13/11,25,73.7473,-160.3456,-1.0657,28.8254,0,3.41,0.71
Icescape_2011,10002,7/13/11,49.9,73.7473,-160.3456,-0.8378,31.4363,3.71,9.83,1.1
Icescape_2011,10102,7/14/11,1.6,73.9216,-159.0496,-1.059,26.8552,0,2.6,0.59
Icescape_2011,10102,7/14/11,10.2,73.9216,-159.0496,-1.0185,27.236,0,2.61,0.59
Icescape_2011,10102,7/14/11,25.3,73.9216,-159.0496,-0.8021,28.939,0,2.91,0.67
Icescape_2011,10102,7/14/11,50.7,73.9216,-159.0496,-0.9162,30.9963,1.32,6.83,0.93
Icescape_2011,10102,7/14/11,70.5,73.9216,-159.0496,-1.0836,31.7716,6.24,14.35,1.27
Icescape_2011,10201,7/14/11,2.2,72.8395,-158.7247,-0.8925,23.0569,0,3.11,0.41
Icescape_2011,10201,7/14/11,10.4,72.8395,-158.7247,-1.3219,29.2636,0,3.21,0.7
Icescape_2011,10201,7/14/11,25.4,72.8395,-158.7247,-1.4493,29.7229,0.08,3.61,0.73
Icescape_2011,10201,7/14/11,51,72.8395,-158.7247,-1.2026,31.5701,6,13.34,1.25
Icescape_2011,10301,7/15/11,2,72.7784,-158.842,-0.5019,18.4318,0,3,0.42
Icescape_2011,10301,7/15/11,10,72.7784,-158.842,-1.2321,27.9376,0,2.81,0.61
Icescape_2011,10301,7/15/11,25.2,72.7784,-158.842,-0.6864,29.4253,0,2.91,0.64
Icescape_2011,10301,7/15/11,48.4,72.7784,-158.842,-1.5093,32.1654,7.38,18.56,1.5
Icescape_2011,10401,7/15/11,2.1,72.7159,-158.9809,-1.1307,27.4093,0,2.71,0.6
Icescape_2011,10401,7/15/11,10.2,72.7159,-158.9809,-1.1591,28.0154,0,2.81,0.61
Icescape_2011,10401,7/15/11,25.8,72.7159,-158.9809,-0.974,30.4328,0.05,4.02,0.74
Icescape_2011,10401,7/15/11,40.7,72.7159,-158.9809,-1.5955,31.9114,4.56,13.64,1.25
Icescape_2011,10501,7/15/11,2.2,72.6646,-159.058,-1.1721,28.306,0,2.9,0.63
Icescape_2011,10501,7/15/11,10.4,72.6646,-159.058,-1.1185,28.721,0,3.01,0.64
Icescape_2011,10501,7/15/11,25.8,72.6646,-159.058,-1.0874,30.8701,0.31,5.62,0.86
Icescape_2011,10501,7/15/11,50.7,72.6646,-159.058,-1.5968,32.3581,11.37,33.2,1.76
Icescape_2011,10601,7/15/11,2.2,72.597,-159.173,-0.9665,26.6381,0.02,3.01,0.62
Icescape_2011,10601,7/15/11,10.4,72.597,-159.173,-1.1564,28.2157,0.01,3.01,0.63
Icescape_2011,10601,7/15/11,25.7,72.597,-159.173,-1.1329,31.2027,0.29,6.02,0.88
Icescape_2011,10601,7/15/11,51.1,72.597,-159.173,-1.7183,32.3499,13.44,41.43,2.07
Icescape_2011,10601,7/15/11,71.5,72.597,-159.173,-1.7169,32.365,12.51,30.8,2.1
Icescape_2011,10701,7/15/11,2.3,72.5416,-159.2578,-0.955,25.3912,0.01,3.11,0.63
Icescape_2011,10701,7/15/11,10.4,72.5416,-159.2578,-1.114,28.6287,0,3.41,0.66
Icescape_2011,10701,7/15/11,25.9,72.5416,-159.2578,-1.0903,30.9501,0.01,5.01,0.84
Icescape_2011,10701,7/15/11,36.4,72.5416,-159.2578,-1.4119,31.7164,0.34,5.81,0.92
Icescape_2011,10701,7/15/11,49.8,72.5416,-159.2578,-1.7179,32.3541,11.95,31.6,1.94
Icescape_2011,10801,7/15/11,2.5,72.4177,-159.5066,-0.7785,27.4209,0.02,3,0.62
Icescape_2011,10801,7/15/11,10.2,72.4177,-159.5066,-0.962,29.5844,0,3.31,0.7
Icescape_2011,10801,7/15/11,25.6,72.4177,-159.5066,-1.2097,31.2776,0,3.51,0.79
Icescape_2011,10801,7/15/11,37.6,72.4177,-159.5066,-1.7178,32.4124,10.32,31.71,1.82
Icescape_2011,10801,7/15/11,46.5,72.4177,-159.5066,-1.7182,32.4744,11,41.84,1.95
Icescape_2011,10901,7/15/11,2.4,72.2979,-159.7054,-0.7807,28.4931,0,3.01,0.63
Icescape_2011,10901,7/15/11,10.8,72.2979,-159.7054,-0.7146,28.5614,0,3.41,0.66
Icescape_2011,10901,7/15/11,25.4,72.2979,-159.7054,-1.4975,31.7551,0.11,10.93,0.94
Icescape_2011,10901,7/15/11,31.2,72.2979,-159.7054,-1.696,32.3321,8.51,33.7,1.64
Icescape_2011,10901,7/15/11,46,72.2979,-159.7054,-1.704,32.5864,16.25,49.26,2.35
Icescape_2011,11001,7/15/11,2.3,72.2657,-160.1639,-0.4535,28.8126,0.01,3.01,0.63
Icescape_2011,11001,7/15/11,9.9,72.2657,-160.1639,-0.4492,28.8832,0.01,3.61,0.63
Icescape_2011,11001,7/15/11,27.5,72.2657,-160.1639,-1.6062,32.4908,7.44,36.42,1.53
Icescape_2011,11001,7/15/11,41.3,72.2657,-160.1639,-1.7233,32.7345,18.46,54.38,2.39
Icescape_2011,11101,7/15/11,2.4,72.2282,-160.5843,-0.4881,28.9441,0,4.11,0.64
Icescape_2011,11101,7/15/11,10.6,72.2282,-160.5843,-0.4357,31.0816,0,5.01,0.7
Icescape_2011,11101,7/15/11,25.3,72.2282,-160.5843,-0.0039,31.5705,1.73,15.35,1.02
Icescape_2011,11101,7/15/11,33,72.2282,-160.5843,-1.6548,32.4966,11.99,17.75,1.76
Icescape_2011,11101,7/15/11,39.2,72.2282,-160.5843,-1.7047,32.698,15.93,47.15,2.25
Icescape_2011,11201,7/15/11,2.8,72.1977,-160.9803,-0.3666,29.0776,0,2.8,0.6
Icescape_2011,11201,7/15/11,10.5,72.1977,-160.9803,-0.9618,30.7297,0.01,4.02,0.69
Icescape_2011,11201,7/15/11,25.3,72.1977,-160.9803,-1.3919,31.8691,0.31,19.76,1.08
Icescape_2011,11201,7/15/11,34.3,72.1977,-160.9803,-1.5264,32.3432,4.74,7.12,1.46
Icescape_2011,11301,7/15/11,2.9,72.1552,-161.4405,0.4167,29.6756,0,2.51,0.55
Icescape_2011,11301,7/15/11,10.6,72.1552,-161.4405,0.3905,29.6769,0,2.71,0.54
Icescape_2011,11301,7/15/11,25.5,72.1552,-161.4405,0.6269,31.8318,0.17,5.12,0.59
Icescape_2011,11301,7/15/11,30.7,72.1552,-161.4405,-1.5689,32.3162,7.19,5.52,1.6
Icescape_2011,11401,7/16/11,2.6,72.1297,-161.8733,1.2264,30.2701,0,2.81,0.55
Icescape_2011,11401,7/16/11,10,72.1297,-161.8733,1.2332,30.2782,0,2.91,0.59
Icescape_2011,11401,7/16/11,28,72.1297,-161.8733,-1.3601,32.3848,0.03,4.81,0.92
Icescape_2011,11501,7/16/11,2.2,72.1092,-162.1509,1.4428,30.7485,0,3.1,0.52
Icescape_2011,11501,7/16/11,10.5,72.1092,-162.1509,1.4387,30.7446,0.01,3.21,0.53
Icescape_2011,11501,7/16/11,27,72.1092,-162.1509,-1.1565,32.3414,1.92,9.63,0.88
Icescape_2011,11601,7/16/11,3.1,72.0566,-161.7347,1.5204,30.519,0,2.81,0.56
Icescape_2011,11601,7/16/11,10,72.0566,-161.7347,1.4665,30.5328,0.03,3.21,0.58
Icescape_2011,11601,7/16/11,28.5,72.0566,-161.7347,-1.5354,32.2344,2.86,9.13,1.32
Icescape_2011,11701,7/16/11,2.3,71.9958,-161.2881,1.0984,30.1518,0,2.7,0.6
Icescape_2011,11701,7/16/11,10.6,71.9958,-161.2881,1.0931,30.1516,0.02,2.91,0.61
Icescape_2011,11701,7/16/11,20.6,71.9958,-161.2881,-1.2548,31.3889,3.9,9.53,1.35
Icescape_2011,11701,7/16/11,32.7,71.9958,-161.2881,-1.5802,32.4138,6.69,9.03,1.64
Icescape_2011,11801,7/16/11,3.5,71.9554,-160.9226,1.1337,30.3654,0,2.91,0.6
Icescape_2011,11801,7/16/11,10.7,71.9554,-160.9226,1.1312,30.3647,0,3.01,0.6
Icescape_2011,11801,7/16/11,25.9,71.9554,-160.9226,-1.2863,32.1843,2.25,22.37,1.07
Icescape_2011,11801,7/16/11,35.5,71.9554,-160.9226,-1.6186,32.4475,8.63,25.68,1.67
Icescape_2011,11901,7/16/11,3.1,71.9067,-160.4978,1.239,30.8545,0,3.01,0.66
Icescape_2011,11901,7/16/11,10.5,71.9067,-160.4978,1.2503,30.8681,0,3.1,0.65
Icescape_2011,11901,7/16/11,25.6,71.9067,-160.4978,-1.0558,31.5573,0.03,6.32,0.83
Icescape_2011,11901,7/16/11,39.2,71.9067,-160.4978,-1.3273,32.2002,2.33,5.02,1.17
Icescape_2011,12001,7/16/11,2.6,71.8589,-160.0948,0.4783,30.1488,0,2.91,0.66
Icescape_2011,12001,7/16/11,10.6,71.8589,-160.0948,0.9876,30.7728,0,3.91,0.7
Icescape_2011,12001,7/16/11,16.1,71.8589,-160.0948,-1.5087,31.5975,0.04,9.23,0.94
Icescape_2011,12001,7/16/11,25.1,71.8589,-160.0948,-1.6661,32.1145,9.37,24.37,1.64
Icescape_2011,12001,7/16/11,41.9,71.8589,-160.0948,-1.5998,32.4374,10.04,25.68,1.93
Icescape_2011,12101,7/16/11,2.9,71.8049,-159.7224,0.68,29.5458,0.01,2.61,0.61
Icescape_2011,12101,7/16/11,10.8,71.8049,-159.7224,0.6226,29.5387,0,2.61,0.61
Icescape_2011,12101,7/16/11,26,71.8049,-159.7224,-1.2151,30.8671,0,4.92,0.79
Icescape_2011,12101,7/16/11,32.8,71.8049,-159.7224,-1.1885,31.5601,0,7.13,0.81
Icescape_2011,12101,7/16/11,47.5,71.8049,-159.7224,-1.6276,32.4265,11.55,29.99,2.11
Icescape_2011,12201,7/16/11,2.5,71.7601,-159.3053,0.7493,29.3937,0,2.51,0.61
Icescape_2011,12201,7/16/11,10.9,71.7601,-159.3053,0.7285,29.3852,0,2.51,0.61
Icescape_2011,12201,7/16/11,26,71.7601,-159.3053,-1.2874,31.0059,0,3.81,0.83
Icescape_2011,12201,7/16/11,32.8,71.7601,-159.3053,-1.5932,31.6138,0.7,9.13,0.97
Icescape_2011,12201,7/16/11,48.5,71.7601,-159.3053,-1.6446,32.3188,10.03,25.08,1.89
Icescape_2011,12301,7/16/11,3,71.7127,-158.8877,2.4115,30.7281,0,2.81,0.6
Icescape_2011,12301,7/16/11,10.8,71.7127,-158.8877,2.4074,30.7329,0,2.7,0.59
Icescape_2011,12301,7/16/11,26.4,71.7127,-158.8877,-1.0806,30.876,0,4.71,0.79
Icescape_2011,12301,7/16/11,33.3,71.7127,-158.8877,-1.3645,31.4693,0.1,6.42,0.89
Icescape_2011,12301,7/16/11,51,71.7127,-158.8877,-1.3863,32.6349,10.67,37.02,2.06
Icescape_2011,12401,7/16/11,2.3,71.6629,-158.4947,1.6783,30.2679,0,2.81,0.61
Icescape_2011,12401,7/16/11,10.9,71.6629,-158.4947,1.6629,30.2702,0,2.7,0.6
Icescape_2011,12401,7/16/11,25.5,71.6629,-158.4947,-0.0875,31.3596,0,3.71,0.69
Icescape_2011,12401,7/16/11,39.7,71.6629,-158.4947,-1.353,32.2972,1.21,12.03,1.3
Icescape_2011,12401,7/16/11,52.9,71.6629,-158.4947,-1.4931,32.399,8.74,20.66,1.91
Icescape_2011,12501,7/16/11,2.3,71.6159,-158.1048,4.088,30.9597,0,2.91,0.53
Icescape_2011,12501,7/16/11,10.5,71.6159,-158.1048,4.064,30.9585,0,2.91,0.53
Icescape_2011,12501,7/16/11,25.2,71.6159,-158.1048,4.105,31.0828,0.02,3.01,0.58
Icescape_2011,12501,7/16/11,50.4,71.6159,-158.1048,-1.6597,32.3845,13.78,41.73,1.88
Icescape_2011,12501,7/16/11,58,71.6159,-158.1048,-1.6592,32.3854,13.76,42.14,1.91
Icescape_2011,12601,7/16/11,2.7,71.8114,-157.1174,0.8537,26.5379,0.01,3.1,0.6
Icescape_2011,12601,7/16/11,10.7,71.8114,-157.1174,-0.9103,29.2935,0,2.91,0.69
Icescape_2011,12601,7/16/11,25.8,71.8114,-157.1174,0.8366,31.2309,0,3.61,0.7
Icescape_2011,12601,7/16/11,43.5,71.8114,-157.1174,-1.2957,31.9223,7.42,13.95,1.39
Icescape_2011,12601,7/16/11,63,71.8114,-157.1174,-1.5307,32.4276,12.48,38.12,1.89
Icescape_2011,12701,7/18/11,2,72.5434,-153.8349,-0.9116,26.3174,0,2.41,0.55
Icescape_2011,12701,7/18/11,10.1,72.5434,-153.8349,-0.9125,26.3164,0,2.41,0.55
Icescape_2011,12701,7/18/11,25.4,72.5434,-153.8349,-1.1148,26.9294,0,2.41,0.57
Icescape_2011,12701,7/18/11,62.8,72.5434,-153.8349,-0.6592,31.0097,1.13,6.12,0.9
Icescape_2011,12701,7/18/11,80.7,72.5434,-153.8349,-0.9998,31.7278,5.49,11.94,1.21
Icescape_2011,12702,7/18/11,2.3,72.5313,-153.8887,-1.0745,26.3576,0,2.51,0.57
Icescape_2011,12702,7/18/11,10.6,72.5313,-153.8887,-1.1393,26.3942,0,2.51,0.57
Icescape_2011,12702,7/18/11,25.2,72.5313,-153.8887,-1.12,26.9197,0,2.5,0.58
Icescape_2011,12702,7/18/11,65.8,72.5313,-153.8887,-0.7038,31.1551,2.04,7.23,0.99
Icescape_2011,12801,7/19/11,2.1,72.8343,-151.8905,-0.9415,25.7722,0,2.31,0.54
Icescape_2011,12801,7/19/11,10.2,72.8343,-151.8905,-0.9416,25.8167,0,2.41,0.57
Icescape_2011,12801,7/19/11,25.3,72.8343,-151.8905,-1.0422,27.081,0,2.5,0.59
Icescape_2011,12801,7/19/11,64.8,72.8343,-151.8905,-0.7447,31.3528,1.52,6.62,0.96
Icescape_2011,12801,7/19/11,81.1,72.8343,-151.8905,-0.8919,31.6898,6.42,13.34,1.3
Icescape_2011,12802,7/19/11,2.3,72.8237,-151.8855,-0.5262,25.7717,0,2.6,0.55
Icescape_2011,12802,7/19/11,10,72.8237,-151.8855,-0.5043,25.7696,0,2.51,0.55
Icescape_2011,12802,7/19/11,25.3,72.8237,-151.8855,-1.0108,27.0063,0,2.61,0.59
Icescape_2011,12802,7/19/11,65.5,72.8237,-151.8855,-0.6955,31.0133,1.37,6.52,0.94
Icescape_2011,12901,7/20/11,2,73.1832,-150.4474,-1.0097,25.8348,0.02,2.51,0.55
Icescape_2011,12901,7/20/11,10,73.1832,-150.4474,-1.0216,26.0566,0.01,2.6,0.54
Icescape_2011,12901,7/20/11,25.3,73.1832,-150.4474,-1.0746,26.975,0,2.71,0.59
Icescape_2011,12901,7/20/11,50.9,73.1832,-150.4474,-1.0416,28.6035,0.13,3.41,0.69
Icescape_2011,12901,7/20/11,81,73.1832,-150.4474,-1.2281,31.0948,2.44,7.23,0.98
Icescape_2011,12902,7/20/11,2.2,73.1877,-150.4538,-1.0225,25.7837,0,2.31,0.49
Icescape_2011,12902,7/20/11,10,73.1877,-150.4538,-1.0452,25.8905,0,2.31,0.53
Icescape_2011,12902,7/20/11,25.4,73.1877,-150.4538,-1.078,26.8889,0,2.41,0.55
Icescape_2011,12902,7/20/11,50.6,73.1877,-150.4538,-1.0533,28.5611,0,2.51,0.62
Icescape_2011,12902,7/20/11,76.2,73.1877,-150.4538,-1.1702,30.9032,1.04,5.32,0.86
Icescape_2011,13001,7/20/11,2.1,73.05,-150.5993,-0.9677,25.5895,0,2.51,0.56
Icescape_2011,13001,7/20/11,10.2,73.05,-150.5993,-1.0554,25.7149,0.02,2.6,0.56
Icescape_2011,13001,7/20/11,25.5,73.05,-150.5993,-1.062,27.0561,0,2.91,0.59
Icescape_2011,13001,7/20/11,50.9,73.05,-150.5993,-0.9268,28.8226,0,3.01,0.68
Icescape_2011,13001,7/20/11,74.2,73.05,-150.5993,-0.9144,30.9699,1.31,6.42,0.94
Icescape_2011,13101,7/20/11,2.1,72.8721,-150.779,-1.0294,25.8752,0.01,2.51,0.56
Icescape_2011,13101,7/20/11,10.6,72.8721,-150.779,-1.0269,26.1754,0,2.6,0.58
Icescape_2011,13101,7/20/11,25.8,72.8721,-150.779,-1.0462,27.385,0,2.71,0.59
Icescape_2011,13101,7/20/11,51,72.8721,-150.779,-0.7616,29.5628,0.04,3.81,0.75
Icescape_2011,13101,7/20/11,71.2,72.8721,-150.779,-0.5764,30.8497,1.39,6.42,1.13
Icescape_2011,13201,7/20/11,2.6,72.6787,-150.9296,-1.0166,25.7172,0,2.51,0.56
Icescape_2011,13201,7/20/11,10.9,72.6787,-150.9296,-1.007,25.9912,0,2.6,0.56
Icescape_2011,13201,7/20/11,25.3,72.6787,-150.9296,-1.0498,27.3333,0,2.71,0.59
Icescape_2011,13201,7/20/11,51.2,72.6787,-150.9296,-0.8027,29.7057,0.04,3.81,0.74
Icescape_2011,13201,7/20/11,63.4,72.6787,-150.9296,-0.5334,30.7679,1.69,7.12,0.96
Icescape_2011,13301,7/20/11,2.9,72.5019,-151.007,-0.7956,25.7515,0,2.7,0.56
Icescape_2011,13301,7/20/11,11.3,72.5019,-151.007,-0.9841,25.984,0.01,2.6,0.56
Icescape_2011,13301,7/20/11,25.5,72.5019,-151.007,-1.0263,27.7922,0,2.71,0.62
Icescape_2011,13301,7/20/11,51.2,72.5019,-151.007,-0.7343,30.0367,0,4.01,0.75
Icescape_2011,13301,7/20/11,64.8,72.5019,-151.007,-0.6199,31.0146,0.86,6.12,0.91
Icescape_2011,13302,7/21/11,2.6,72.5104,-150.9818,-0.5116,25.7416,0,2.51,0.57
Icescape_2011,13401,7/21/11,2.4,72.3436,-151.243,0.8632,26.5611,0.02,2.71,0.6
Icescape_2011,13401,7/21/11,10,72.3436,-151.243,0.8722,26.5691,0,2.81,0.6
Icescape_2011,13401,7/21/11,24.6,72.3436,-151.243,1.0108,27.9737,0.01,3.21,0.66
Icescape_2011,13401,7/21/11,50.2,72.3436,-151.243,-0.4986,30.6529,0.23,5.22,0.84
Icescape_2011,13401,7/21/11,63.9,72.3436,-151.243,-0.7068,31.3056,2.79,8.53,1.06
Icescape_2011,13501,7/21/11,2.3,72.1649,-151.3819,3.6534,28.0483,0.01,3.81,0.65
Icescape_2011,13501,7/21/11,10.2,72.1649,-151.3819,2.5303,28.1732,0,3.61,0.65
Icescape_2011,13501,7/21/11,25.3,72.1649,-151.3819,-0.1264,28.7824,0,3.31,0.7
Icescape_2011,13501,7/21/11,58.5,72.1649,-151.3819,-1.3056,31.6328,4.44,11.14,1.16
Icescape_2011,13601,7/21/11,2.2,71.9915,-151.5141,1.6975,26.1901,0,3.31,0.61
Icescape_2011,13601,7/21/11,10.2,71.9915,-151.5141,1.2513,28.0184,0,3.51,0.65
Icescape_2011,13601,7/21/11,25.7,71.9915,-151.5141,-0.8275,28.8127,0,3.21,0.71
Icescape_2011,13601,7/21/11,66.4,71.9915,-151.5141,-1.2272,31.8858,7.31,15.65,1.37
Icescape_2011,13701,7/21/11,2.4,71.8209,-151.6946,1.7197,27.4299,0.06,3.11,0.65
Icescape_2011,13701,7/21/11,10.4,71.8209,-151.6946,0.4072,28.0414,0.05,3.21,0.67
Icescape_2011,13701,7/21/11,25.9,71.8209,-151.6946,-1.0841,29.0193,0.04,3.31,0.73
Icescape_2011,13701,7/21/11,60.8,71.8209,-151.6946,-1.2346,31.7448,4.17,10.53,1.15
Icescape_2011,13801,7/21/11,2.2,71.7567,-151.7514,2.2463,28.5199,0.05,3.31,0.69
Icescape_2011,13801,7/21/11,10.7,71.7567,-151.7514,-0.4313,28.7327,0.03,3.41,0.71
Icescape_2011,13801,7/21/11,25.2,71.7567,-151.7514,-1.2258,29.3012,0,3.61,0.74
Icescape_2011,13801,7/21/11,51.1,71.7567,-151.7514,-0.9388,31.2277,1.99,7.73,1.01
Icescape_2011,13901,7/21/11,2.1,71.6868,-151.8255,4.1347,28.7077,0.01,3.21,0.69
Icescape_2011,13901,7/21/11,10.4,71.6868,-151.8255,3.8026,28.9242,0.01,3.21,0.69
Icescape_2011,13901,7/21/11,25.7,71.6868,-151.8255,-0.8872,29.3537,0.03,3.41,0.74
Icescape_2011,13901,7/21/11,51.6,71.6868,-151.8255,-1.0356,31.3386,2.51,8.22,1.04
Icescape_2011,14001,7/21/11,2.3,71.62,-151.8654,2.6657,28.5619,0.09,3.31,0.68
Icescape_2011,14001,7/21/11,10.5,71.62,-151.8654,2.5365,28.6212,0.09,3.31,0.69
Icescape_2011,14001,7/21/11,25.6,71.62,-151.8654,-0.9969,29.574,0.1,3.41,0.74
Icescape_2011,14001,7/21/11,50.6,71.62,-151.8654,-0.9276,31.3512,3.47,9.83,1.11
Icescape_2011,14101,7/21/11,2.4,71.557,-151.9124,3.1307,28.8075,0.09,2.91,0.68
Icescape_2011,14101,7/21/11,10.4,71.557,-151.9124,2.7825,29.0127,0.05,2.61,0.65
Icescape_2011,14101,7/21/11,25.5,71.557,-151.9124,-1.0141,29.405,0.03,3.01,0.71
