Cruise,Station,Date,Depth,Latitude,Longitude,Temperature,Salinity,Nitrate,Silicate,Phosphate
SubIce,901,5/17/14,49.442,67.67,-168.95,-1.2027,32.2921,14.43,40.1,1.76
SubIce,901,5/17/14,25.33,67.67,-168.95,-1.1464,32.2672,13.94,38.9,1.62
SubIce,901,5/17/14,10.42,67.67,-168.95,-1.1154,32.2458,13.89,38.7,1.61
SubIce,901,5/17/14,5.264,67.67,-168.95,-1.1137,32.2454,13.97,38.9,1.59
SubIce,901,5/17/14,2.016,67.67,-168.95,-1.1142,32.245,14.3,39,1.61
SubIce,1001,5/18/14,35.215,70.69,-168.93,-1.6873,32.3765,13.95,50.8,1.91
SubIce,1001,5/18/14,25.911,70.69,-168.93,-1.6844,32.3754,13.9,51.5,1.9
SubIce,1001,5/18/14,10.59,70.69,-168.93,-1.6861,32.3735,13.95,51.1,1.89
SubIce,1001,5/18/14,5.335,70.69,-168.93,-1.6754,32.3749,13.92,51.7,1.89
SubIce,1001,5/18/14,2.58,70.69,-168.93,-1.6779,32.375,13.87,51.9,1.89
SubIce,1101,5/18/14,36.229,70.7,-168.58,-1.7283,32.3949,14.66,53.2,1.97
SubIce,1101,5/18/14,25.571,70.7,-168.58,-1.7156,32.331,13.66,52.7,1.93
SubIce,1101,5/18/14,10.47,70.7,-168.58,-1.6931,32.3257,13.59,52.5,1.9
SubIce,1101,5/18/14,5.559,70.7,-168.58,-1.6821,32.3259,13.61,52.5,1.91
SubIce,1101,5/18/14,3.072,70.7,-168.58,-1.6852,32.326,13.53,52.9,1.9
SubIce,1201,5/18/14,43.979,70.7,-168.22,-1.7515,32.626,14.19,53.3,2.13
SubIce,1201,5/18/14,25.686,70.7,-168.22,-1.7347,32.2704,13.09,50.9,1.93
SubIce,1201,5/18/14,10.353,70.7,-168.22,-1.7061,32.2637,12.66,50.6,1.87
SubIce,1201,5/18/14,5.657,70.7,-168.22,-1.6984,32.264,12.78,51.3,1.86
SubIce,1201,5/18/14,2.742,70.7,-168.22,-1.7019,32.2646,12.58,51.1,1.86
SubIce,1301,5/18/14,46.946,70.71,-167.89,-1.7754,32.9982,15.81,53.5,2.13
SubIce,1301,5/18/14,25.807,70.71,-167.89,-1.7322,32.3332,13.12,49.5,1.86
SubIce,1301,5/18/14,10.437,70.71,-167.89,-1.7004,32.3144,12.98,49.1,1.84
SubIce,1301,5/18/14,5.593,70.71,-167.89,-1.683,32.3132,12.95,49.5,1.85
SubIce,1301,5/18/14,2.897,70.71,-167.89,-1.6835,32.3138,12.96,49.9,1.83
SubIce,1401,5/18/14,51.383,70.7,-167.58,-1.7666,33.0027,16.82,54.3,2.18
SubIce,1401,5/18/14,25.912,70.7,-167.58,-1.7375,32.5412,14.81,50.7,1.98
SubIce,1401,5/18/14,10.486,70.7,-167.58,-1.7418,32.5372,13.74,50.2,1.89
SubIce,1401,5/18/14,5.602,70.7,-167.58,-1.7342,32.5362,13.75,49.5,1.88
SubIce,1401,5/18/14,2.7,70.7,-167.58,-1.7336,32.536,13.79,50.2,1.88
SubIce,1501,5/18/14,52.054,70.69,-167.26,-1.7676,32.9734,17.02,53.3,2.08
SubIce,1501,5/18/14,25.93,70.69,-167.26,-1.7678,32.9738,16.92,53,2.08
SubIce,1501,5/18/14,10.486,70.69,-167.26,-1.7658,32.7249,14.91,50.6,1.92
SubIce,1501,5/18/14,5.477,70.69,-167.26,-1.7508,32.7264,14.83,50.4,1.9
SubIce,1501,5/18/14,2.557,70.69,-167.26,-1.745,32.7235,14.8,50.3,1.91
SubIce,1601,5/18/14,46.932,70.71,-166.89,-1.7686,32.9331,16.62,51.5,2.05
SubIce,1601,5/18/14,25.661,70.71,-166.89,-1.7733,32.9319,16.55,50.6,2.04
SubIce,1601,5/18/14,10.196,70.71,-166.89,-1.7743,32.933,16.48,50.4,2.02
SubIce,1601,5/18/14,4.899,70.71,-166.89,-1.7753,32.9329,16.57,50.7,2.01
SubIce,1601,5/18/14,2.733,70.71,-166.89,-1.7773,32.9327,16.55,50.6,2
SubIce,1601,5/18/14,2.733,70.71,-166.89,-1.7771,32.9328,16.48,50.9,2.01
SubIce,1801,5/18/14,38.95,70.69,-166.37,-1.7645,32.9082,16.02,48.8,1.96
SubIce,1801,5/18/14,25.714,70.69,-166.37,-1.7445,32.7647,16,48.9,1.96
SubIce,1801,5/18/14,10.22,70.69,-166.37,-1.7423,32.7532,15.81,48.9,1.95
SubIce,1801,5/18/14,5.328,70.69,-166.37,-1.7388,32.7535,15.87,48.8,1.97
SubIce,1801,5/18/14,2.425,70.69,-166.37,-1.7375,32.7533,15.79,48.8,1.97
SubIce,1901,5/18/14,39.201,70.71,-166.27,-1.7606,32.8805,15.84,48.8,1.93
SubIce,1901,5/18/14,25.473,70.71,-166.27,-1.7581,32.8353,15.84,48.6,1.92
SubIce,1901,5/18/14,10.509,70.71,-166.27,-1.7276,32.7476,15.62,49.1,1.91
SubIce,1901,5/18/14,5.084,70.71,-166.27,-1.7189,32.7443,15.82,49.5,1.9
SubIce,1901,5/18/14,2.613,70.71,-166.27,-1.7274,32.7498,15.74,49.4,1.92
SubIce,2001,5/19/14,40.047,70.7,-166.15,-1.7623,32.8555,15.6,48.4,1.89
SubIce,2001,5/19/14,25.778,70.7,-166.15,-1.7474,32.7752,15.59,48.5,1.89
SubIce,2001,5/19/14,10.685,70.7,-166.15,-1.7419,32.7436,15.69,49.1,1.9
SubIce,2001,5/19/14,5.381,70.7,-166.15,-1.7405,32.7434,15.75,48.9,1.93
SubIce,2001,5/19/14,2.307,70.7,-166.15,-1.7404,32.7435,15.67,49.2,1.94
SubIce,2101,5/19/14,40.214,70.7,-165.85,-1.7632,32.8261,15.33,48.2,1.87
SubIce,2101,5/19/14,25.543,70.7,-165.85,-1.7681,32.7501,15.68,48.8,1.9
SubIce,2101,5/19/14,10.57,70.7,-165.85,-1.768,32.7457,15.64,49,1.89
SubIce,2101,5/19/14,5.351,70.7,-165.85,-1.7671,32.745,15.63,49.2,1.89
SubIce,2101,5/19/14,3.015,70.7,-165.85,-1.764,32.7451,15.63,49.2,1.89
SubIce,2201,5/19/14,42.634,70.7,-165.56,-1.7653,32.8279,15.19,48.1,1.87
SubIce,2201,5/19/14,25.675,70.7,-165.56,-1.7603,32.772,15.36,48.5,1.88
SubIce,2201,5/19/14,10.582,70.7,-165.56,-1.7709,32.7508,15.28,49,1.89
SubIce,2201,5/19/14,5.717,70.7,-165.56,-1.7691,32.7476,15.38,49,1.9
SubIce,2201,5/19/14,2.499,70.7,-165.56,-1.7694,32.7531,15.58,49,1.9
SubIce,2301,5/19/14,42.158,70.62,-165.2,-1.7681,32.8436,14.73,46.7,1.84
SubIce,2301,5/19/14,25.404,70.62,-165.2,-1.7693,32.7352,14.85,46.9,1.83
SubIce,2301,5/19/14,10.391,70.62,-165.2,-1.7694,32.7348,14.45,47.4,1.84
SubIce,2301,5/19/14,5.491,70.62,-165.2,-1.7662,32.7332,14.56,47.6,1.82
SubIce,2301,5/19/14,2.538,70.62,-165.2,-1.7707,32.7338,14.46,47.9,1.82
SubIce,2401,5/19/14,43.713,70.53,-164.88,-1.7653,32.8452,14.83,46.2,1.84
SubIce,2401,5/19/14,25.718,70.53,-164.88,-1.7692,32.8092,14.5,46.5,1.79
SubIce,2401,5/19/14,10.115,70.53,-164.88,-1.7708,32.7888,14.32,45.8,1.77
SubIce,2401,5/19/14,5.022,70.53,-164.88,-1.772,32.7891,14.14,45.8,1.76
SubIce,2401,5/19/14,2.642,70.53,-164.88,-1.7641,32.789,14.18,45.8,1.75
SubIce,2501,5/19/14,43.018,70.43,-164.59,-1.7654,32.8406,14.81,45.6,1.85
SubIce,2501,5/19/14,25.136,70.43,-164.59,-1.7693,32.8346,14.92,45.8,1.83
SubIce,2501,5/19/14,10.123,70.43,-164.59,-1.7669,32.8191,14.7,45,1.8
SubIce,2501,5/19/14,5.144,70.43,-164.59,-1.7663,32.8188,14.51,44.5,1.78
SubIce,2501,5/19/14,2.898,70.43,-164.59,-1.7672,32.8185,14.5,44.9,1.79
SubIce,2601,5/19/14,40.369,70.37,-164.24,-1.7808,32.8168,14.12,44.7,1.82
SubIce,2601,5/19/14,25.68,70.37,-164.24,-1.7816,32.8161,13.97,44.9,1.83
SubIce,2601,5/19/14,10.053,70.37,-164.24,-1.7816,32.8113,13.99,44.7,1.81
SubIce,2601,5/19/14,4.963,70.37,-164.24,-1.777,32.8111,13.79,44.6,1.8
SubIce,2601,5/19/14,2.64,70.37,-164.24,-1.7716,32.8103,13.97,44.5,1.79
SubIce,2701,5/19/14,35.135,70.27,-163.87,-1.7735,32.7399,13.04,44,1.79
SubIce,2701,5/19/14,25.478,70.27,-163.87,-1.7754,32.7358,13.02,44,1.77
SubIce,2701,5/19/14,10.763,70.27,-163.87,-1.6971,32.7134,12.8,43.9,1.75
SubIce,2701,5/19/14,2.739,70.27,-163.87,-1.7153,32.7157,12.77,43.6,1.72
SubIce,2801,5/20/14,28.71,70.23,-163.61,-1.7484,32.6038,11.2,41.5,1.7
SubIce,2801,5/20/14,20.534,70.23,-163.61,-1.753,32.6053,11.34,41.4,1.72
SubIce,2801,5/20/14,10.282,70.23,-163.61,-1.7529,32.6037,11.33,41.3,1.71
SubIce,2801,5/20/14,5.03,70.23,-163.61,-1.7536,32.603,11.18,41.7,1.71
SubIce,2801,5/20/14,2.677,70.23,-163.61,-1.751,32.6033,11.36,41.5,1.71
SubIce,3001,5/20/14,28.673,70.24,-163.25,-1.7328,32.5685,7.04,35,1.47
SubIce,3001,5/20/14,20.722,70.24,-163.25,-1.7281,32.562,6.54,33.7,1.46
SubIce,3001,5/20/14,12.248,70.24,-163.25,-1.729,32.3751,4.46,30,1.31
SubIce,3001,5/20/14,10.295,70.24,-163.25,-1.7278,32.3849,3.86,29.4,1.3
SubIce,3001,5/20/14,5.121,70.24,-163.25,-1.7058,32.3375,3.67,29.1,1.27
SubIce,3001,5/20/14,2.383,70.24,-163.25,-1.7007,32.3374,3.13,28.2,1.21
SubIce,3001,5/20/14,2.39,70.24,-163.25,-1.6994,32.3327,3.26,28.1,1.21
SubIce,3001,5/20/14,2.39,70.24,-163.25,-1.6994,32.3321,2.97,28,1.2
SubIce,3101,5/21/14,33.741,70.45,-162.95,-1.7673,32.6595,12.17,43.6,1.73
SubIce,3101,5/21/14,25.33,70.45,-162.95,-1.7713,32.6556,12.15,43.7,1.73
SubIce,3101,5/21/14,10.04,70.45,-162.95,-1.7717,32.6513,12.04,43.2,1.71
SubIce,3101,5/21/14,5.158,70.45,-162.95,-1.765,32.652,12.06,43.1,1.71
SubIce,3101,5/21/14,2.565,70.45,-162.95,-1.7628,32.6511,12.09,42.8,1.7
SubIce,3101,5/21/14,2.56,70.45,-162.95,-1.7646,32.651,12.02,42.9,1.7
SubIce,3101,5/21/14,2.554,70.45,-162.95,-1.7655,32.6507,12,43.1,1.69
SubIce,3101,5/21/14,2.553,70.45,-162.95,-1.7658,32.6508,11.99,43.2,1.69
SubIce,3201,5/22/14,42.418,70.6,-163.62,-1.7655,32.7864,14.09,46.3,1.85
SubIce,3201,5/22/14,25.739,70.6,-163.62,-1.7757,32.7674,14.11,46,1.82
SubIce,3201,5/22/14,10.181,70.6,-163.62,-1.7447,32.7629,13.95,45.9,1.81
SubIce,3201,5/22/14,2.705,70.6,-163.62,-1.7419,32.7632,13.9,45.9,1.82
SubIce,3301,5/22/14,41.455,70.83,-165.33,-1.7541,32.8162,15.97,50.5,2.01
SubIce,3301,5/22/14,25.761,70.83,-165.33,-1.7641,32.771,15.97,49.8,1.98
SubIce,3301,5/22/14,10.387,70.83,-165.33,-1.7604,32.7424,15.85,49.5,1.94
SubIce,3301,5/22/14,5.326,70.83,-165.33,-1.7597,32.7389,15.61,49.6,1.93
SubIce,3301,5/22/14,2.82,70.83,-165.33,-1.7585,32.7354,15.53,49.5,1.91
SubIce,3401,5/22/14,39.91,70.91,-165.07,-1.7667,32.7637,15.21,49.8,1.94
SubIce,3401,5/22/14,25.438,70.91,-165.07,-1.763,32.7562,15.2,50,1.93
SubIce,3401,5/22/14,10.502,70.91,-165.07,-1.7514,32.6137,14.56,49.1,1.87
SubIce,3401,5/22/14,5.023,70.91,-165.07,-1.7412,32.6121,14.59,49.4,1.88
SubIce,3401,5/22/14,2.543,70.91,-165.07,-1.7464,32.6134,14.46,49.4,1.86
SubIce,3602,5/23/14,37.628,71.05,-164.99,-1.7562,32.7727,15.56,50.9,1.98
SubIce,3602,5/23/14,24.962,71.05,-164.99,-1.7558,32.7638,15.88,51,2
SubIce,3602,5/23/14,10.306,71.05,-164.99,-1.7276,32.4594,14.27,49.8,1.87
SubIce,3602,5/23/14,5.554,71.05,-164.99,-1.7236,32.4603,13.69,50,1.85
SubIce,3602,5/23/14,2.652,71.05,-164.99,-1.7239,32.462,13.56,49.2,1.85
SubIce,3701,5/23/14,45.002,71.18,-164.77,-1.7661,32.9512,16.41,52.6,2.02
SubIce,3701,5/23/14,30.982,71.18,-164.77,-1.7692,32.9577,16.52,52.5,2.04
SubIce,3701,5/23/14,25.603,71.18,-164.77,-1.7676,32.948,15.42,51.7,1.96
SubIce,3701,5/23/14,10.36,71.18,-164.77,-1.7293,32.4106,13.37,50.6,1.84
SubIce,3701,5/23/14,5.161,71.18,-164.77,-1.7292,32.4082,13.18,50,1.83
SubIce,3701,5/23/14,2.85,71.18,-164.77,-1.7302,32.405,13.19,50,1.83
SubIce,3801,5/23/14,43.445,71.3,-164.55,-1.7768,32.9851,15.92,52.9,2.02
SubIce,3801,5/23/14,25.659,71.3,-164.55,-1.7181,32.5553,14.5,50.7,1.89
SubIce,3801,5/23/14,10.299,71.3,-164.55,-1.6858,32.5455,13.36,49.2,1.81
SubIce,3801,5/23/14,5.025,71.3,-164.55,-1.6868,32.5451,13.33,48.7,1.81
SubIce,3801,5/23/14,2.222,71.3,-164.55,-1.6889,32.5452,13.26,48.8,1.8
SubIce,3901,5/23/14,42.159,71.44,-164.41,-1.7645,32.9048,15.1,53,2.03
SubIce,3901,5/23/14,25.691,71.44,-164.41,-1.7022,32.2064,14.32,53,1.95
SubIce,3901,5/23/14,10.105,71.44,-164.41,-1.6847,32.1734,13.19,51.1,1.84
SubIce,3901,5/23/14,5.014,71.44,-164.41,-1.686,32.1749,13.27,51,1.83
SubIce,3901,5/23/14,2.44,71.44,-164.41,-1.6857,32.176,13.3,51,1.83
SubIce,4001,5/23/14,43.422,71.53,-164.24,-1.7458,32.4757,14.62,53.3,1.99
SubIce,4001,5/23/14,25.383,71.53,-164.24,-1.7114,32.1357,13.54,51.1,1.89
SubIce,4001,5/23/14,10.127,71.53,-164.24,-1.6701,32.145,13.4,50.9,1.87
SubIce,4001,5/23/14,5.024,71.53,-164.24,-1.716,32.1352,13.15,50.9,1.85
SubIce,4001,5/23/14,2.984,71.53,-164.24,-1.717,32.1351,13.43,51,1.85
SubIce,4101,5/23/14,35.915,71.68,-164.04,-1.7368,32.2327,13.54,52.2,1.92
SubIce,4101,5/23/14,25.139,71.68,-164.04,-1.7437,32.1079,13.8,53.2,1.95
SubIce,4101,5/23/14,9.997,71.68,-164.04,-1.7236,32.1001,13.41,51.9,1.92
SubIce,4101,5/23/14,4.888,71.68,-164.04,-1.7221,32.0998,13.23,52,1.92
SubIce,4101,5/23/14,2.844,71.68,-164.04,-1.7209,32.1,13.27,51.7,1.91
SubIce,4201,5/23/14,35.769,71.74,-164.33,-1.7416,32.2718,14.14,53.7,1.99
SubIce,4201,5/23/14,25.116,71.74,-164.33,-1.7194,32.101,13.32,51.9,1.91
SubIce,4201,5/23/14,9.89,71.74,-164.33,-1.7149,32.0985,13.72,51.6,1.91
SubIce,4201,5/23/14,4.846,71.74,-164.33,-1.7129,32.0983,13.43,51.5,1.91
SubIce,4201,5/23/14,2.6,71.74,-164.33,-1.7121,32.0979,13.39,51.5,1.9
SubIce,4301,5/23/14,38.81,71.8,-164.75,-1.7549,32.5281,14.69,54.9,2.05
SubIce,4301,5/23/14,25.291,71.8,-164.75,-1.7067,32.0343,13.83,52.9,1.96
SubIce,4301,5/23/14,10.2,71.8,-164.75,-1.493,32.0207,12.92,51,1.88
SubIce,4301,5/23/14,5.25,71.8,-164.75,-1.4987,32.0201,12.97,50.8,1.87
SubIce,4301,5/23/14,2.809,71.8,-164.75,-1.4692,32.0198,12.99,51,1.87
SubIce,4402,5/24/14,39.795,71.88,-165.1,-1.7607,32.5746,15.32,55.1,2.09
SubIce,4402,5/24/14,25.408,71.88,-165.1,-1.7127,31.9903,13.73,52.4,1.95
SubIce,4402,5/24/14,10.119,71.88,-165.1,-1.6599,31.9861,12.78,50.8,1.88
SubIce,4402,5/24/14,5.383,71.88,-165.1,-1.6587,31.9866,12.73,51.2,1.87
SubIce,4402,5/24/14,2.362,71.88,-165.1,-1.6531,31.9859,12.72,51.7,1.88
SubIce,4501,5/24/14,42.411,71.91,-165.6,-1.7531,32.5077,15.62,58.5,2.25
SubIce,4501,5/24/14,25.473,71.91,-165.6,-1.696,32.0385,12.84,51.7,1.91
SubIce,4501,5/24/14,10.299,71.91,-165.6,-1.6688,32.0076,12.56,51.3,1.9
SubIce,4501,5/24/14,5.131,71.91,-165.6,-1.6668,32.0077,12.53,51.1,1.88
SubIce,4501,5/24/14,2.466,71.91,-165.6,-1.6652,32.0072,12.62,51.2,1.88
SubIce,4601,5/24/14,44.68,71.99,-165.91,-1.7443,32.4644,14.76,58.4,2.18
SubIce,4601,5/24/14,25.507,71.99,-165.91,-1.7243,32.0326,13.6,53.9,1.99
SubIce,4601,5/24/14,10.3,71.99,-165.91,-1.722,32.0327,13.13,52.5,1.94
SubIce,4601,5/24/14,5.083,71.99,-165.91,-1.7216,32.0325,13.08,52.3,1.94
SubIce,4601,5/24/14,2.498,71.99,-165.91,-1.7247,32.0324,13.13,52.6,1.94
SubIce,4701,5/24/14,45.948,72.09,-166.23,-1.7357,32.3622,13.41,56.6,2.11
SubIce,4701,5/24/14,25.591,72.09,-166.23,-1.7273,32.0646,12.37,52.6,1.94
SubIce,4701,5/24/14,10.117,72.09,-166.23,-1.7148,32.0641,12.21,52,1.92
SubIce,4701,5/24/14,5.078,72.09,-166.23,-1.7261,32.0646,12.19,52,1.92
SubIce,4701,5/24/14,2.759,72.09,-166.23,-1.7263,32.0645,12.17,51.6,1.91
SubIce,4801,5/24/14,46.146,72.21,-166.29,-1.7188,32.0543,11.54,54.1,2.08
SubIce,4801,5/24/14,25.535,72.21,-166.29,-1.7108,31.9252,11.01,51.6,1.91
SubIce,4801,5/24/14,10.279,72.21,-166.29,-1.7113,31.9239,10.54,49.9,1.84
SubIce,4801,5/24/14,5.214,72.21,-166.29,-1.7112,31.9238,10.56,49.4,1.84
SubIce,4801,5/24/14,2.943,72.21,-166.29,-1.7103,31.9233,10.53,49.5,1.84
SubIce,4901,5/24/14,47.71,72.37,-166.39,-1.7159,31.933,9.96,49.4,1.9
SubIce,4901,5/24/14,25.373,72.37,-166.39,-1.718,31.8727,9.76,48.4,1.84
SubIce,4901,5/24/14,10.197,72.37,-166.39,-1.6896,31.8727,9.68,48.4,1.84
SubIce,4901,5/24/14,4.914,72.37,-166.39,-1.7175,31.8744,9.68,48.4,1.84
SubIce,4901,5/24/14,2.586,72.37,-166.39,-1.7128,31.8738,9.72,48.4,1.84
SubIce,5001,5/24/14,49.182,72.47,-166.41,-1.7208,31.9641,10.13,49.9,1.9
SubIce,5001,5/24/14,25.272,72.47,-166.41,-1.7214,31.8813,9.61,45.6,1.77
SubIce,5001,5/24/14,9.846,72.47,-166.41,-1.7156,31.8804,9.57,45.5,1.77
SubIce,5001,5/24/14,5.12,72.47,-166.41,-1.7165,31.8803,9.57,45.6,1.77
SubIce,5001,5/24/14,2.864,72.47,-166.41,-1.7164,31.8803,9.57,45.5,1.77
SubIce,5101,5/24/14,50.147,72.56,-166.39,-1.7327,32.3505,11.56,53.1,1.96
SubIce,5101,5/24/14,25.138,72.56,-166.39,-1.7345,31.9455,9.93,43.9,1.75
SubIce,5101,5/24/14,9.915,72.56,-166.39,-1.7279,31.9367,9.6,43.3,1.71
SubIce,5101,5/24/14,4.874,72.56,-166.39,-1.7308,31.9373,9.56,42.4,1.71
SubIce,5101,5/24/14,2.529,72.56,-166.39,-1.73,31.9371,9.55,43.3,1.71
SubIce,5201,5/25/14,51.013,72.63,-166.49,-1.7386,32.3937,12.21,54.7,2.02
SubIce,5201,5/25/14,25.27,72.63,-166.49,-1.7354,31.9855,9.59,42.3,1.71
SubIce,5201,5/25/14,10.27,72.63,-166.49,-1.7321,31.9696,9.57,42.3,1.71
SubIce,5201,5/25/14,5.241,72.63,-166.49,-1.7322,31.9683,9.58,42.6,1.71
SubIce,5201,5/25/14,2.367,72.63,-166.49,-1.7292,31.9688,9.59,42.4,1.72
SubIce,5301,5/25/14,53.12,72.74,-166.72,-1.7594,32.6264,13.74,51.7,2.14
SubIce,5301,5/25/14,25.583,72.74,-166.72,-1.7476,32.1733,11.06,43.7,1.84
SubIce,5301,5/25/14,10.15,72.74,-166.72,-1.7457,32.1028,9.78,40.8,1.71
SubIce,5301,5/25/14,5.173,72.74,-166.72,-1.7447,32.1039,9.74,40.2,1.7
SubIce,5301,5/25/14,2.319,72.74,-166.72,-1.7439,32.1051,9.71,40.5,1.7
SubIce,5401,5/25/14,55.364,72.87,-166.87,-1.7651,32.6421,13.86,51.2,2.19
SubIce,5401,5/25/14,25.381,72.87,-166.87,-1.749,32.2343,10.36,39.6,1.72
SubIce,5401,5/25/14,10.268,72.87,-166.87,-1.7473,32.2343,10.01,39.5,1.72
SubIce,5401,5/25/14,5.1,72.87,-166.87,-1.7481,32.2339,10.02,39.7,1.71
SubIce,5401,5/25/14,2.634,72.87,-166.87,-1.748,32.2341,10.07,39.8,1.72
SubIce,5501,5/25/14,55.245,72.95,-167.08,-1.7629,32.6453,13.34,50.4,2.08
SubIce,5501,5/25/14,25.28,72.95,-167.08,-1.7507,32.2707,11.98,45.8,1.92
SubIce,5501,5/25/14,10.069,72.95,-167.08,-1.7378,32.1284,9.3,36.7,1.66
SubIce,5501,5/25/14,5.036,72.95,-167.08,-1.7395,32.1343,9.19,36.6,1.64
SubIce,5501,5/25/14,2.776,72.95,-167.08,-1.742,32.133,9.17,36.7,1.63
SubIce,5601,5/26/14,55.499,72.8,-167.78,-1.768,32.6312,13.08,47.4,2.1
SubIce,5601,5/26/14,25.436,72.8,-167.78,-1.7285,32.2433,9.91,39.8,1.79
SubIce,5601,5/26/14,10.375,72.8,-167.78,-1.7197,32.2352,9.84,39.5,1.77
SubIce,5601,5/26/14,5.17,72.8,-167.78,-1.7048,32.2413,9.8,39.6,1.77
SubIce,5601,5/26/14,2.466,72.8,-167.78,-1.7026,32.2351,9.75,39.4,1.76
SubIce,5701,5/26/14,60.853,72.56,-168.88,-1.7668,32.6986,14.89,51.5,2.26
SubIce,5701,5/26/14,51.078,72.56,-168.88,-1.7679,32.695,14.8,51.6,2.25
SubIce,5701,5/26/14,25.444,72.56,-168.88,-1.7293,32.0594,10.27,43.3,1.85
SubIce,5701,5/26/14,10.446,72.56,-168.88,-1.7272,32.0572,9.89,43.6,1.84
SubIce,5701,5/26/14,5.441,72.56,-168.88,-1.7261,32.0567,9.83,43.6,1.83
SubIce,5701,5/26/14,2.227,72.56,-168.88,-1.7265,32.0563,9.85,43.5,1.82
SubIce,5801,5/26/14,53.339,72.53,-168.53,-1.7319,32.3917,12.11,53.2,2.15
SubIce,5801,5/26/14,25.532,72.53,-168.53,-1.7325,32.0352,10.25,46.1,1.91
SubIce,5801,5/26/14,10.338,72.53,-168.53,-1.7252,31.9986,10.1,46.4,1.89
SubIce,5801,5/26/14,5.027,72.53,-168.53,-1.7276,31.999,9.89,45.8,1.86
SubIce,5801,5/26/14,2.375,72.53,-168.53,-1.7269,31.9986,9.85,45.6,1.86
SubIce,5902,5/26/14,51.919,72.44,-168.3,-1.7253,32.2635,11.28,52.2,2.12
SubIce,5902,5/26/14,25.099,72.44,-168.3,-1.7233,31.9973,10.01,46.8,1.85
SubIce,5902,5/26/14,10.042,72.44,-168.3,-1.7068,31.9948,9.89,46.4,1.84
SubIce,5902,5/26/14,4.985,72.44,-168.3,-1.6915,31.9962,9.88,46.3,1.83
SubIce,5902,5/26/14,2.603,72.44,-168.3,-1.6979,31.996,9.87,46.1,1.83
SubIce,5902,5/26/14,2.605,72.44,-168.3,-1.7068,31.9941,9.89,46.2,1.81
SubIce,5902,5/26/14,2.603,72.44,-168.3,-1.7046,31.9938,9.91,46.4,1.82
SubIce,6001,5/27/14,51.791,72.41,-168.19,-1.7264,32.2314,11.36,52.4,2.1
SubIce,6001,5/27/14,25.837,72.41,-168.19,-1.7131,32.0238,10.52,48.5,1.94
SubIce,6001,5/27/14,9.986,72.41,-168.19,-1.6581,32.015,9.99,46.4,1.84
SubIce,6001,5/27/14,5.468,72.41,-168.19,-1.6502,32.0146,9.89,46.5,1.84
SubIce,6001,5/27/14,2.56,72.41,-168.19,-1.6409,32.0142,9.87,46.5,1.84
SubIce,6101,5/27/14,49.677,72.37,-167.74,-1.7162,32.1599,11.22,51.4,2.05
SubIce,6101,5/27/14,25.578,72.37,-167.74,-1.721,32.0091,10.06,47,1.88
SubIce,6101,5/27/14,10.265,72.37,-167.74,-1.7123,31.9989,10.05,46.5,1.87
SubIce,6101,5/27/14,5.244,72.37,-167.74,-1.7016,31.9975,10.08,47.1,1.87
SubIce,6101,5/27/14,2.59,72.37,-167.74,-1.6892,31.9967,10.07,47.1,1.88
SubIce,6201,5/27/14,47.988,72.3,-167.36,-1.7238,32.0241,10.63,50,1.95
SubIce,6201,5/27/14,25.792,72.3,-167.36,-1.7297,32.0149,10.63,49.4,1.91
SubIce,6201,5/27/14,10.83,72.3,-167.36,-1.7304,32.0139,10.61,49.2,1.9
SubIce,6201,5/27/14,5.464,72.3,-167.36,-1.7298,32.0135,10.58,49,1.9
SubIce,6201,5/27/14,2.843,72.3,-167.36,-1.7294,32.0136,10.63,49.4,1.91
SubIce,6301,5/27/14,47.446,72.23,-166.99,-1.7246,32.0764,11.4,54.1,2.1
SubIce,6301,5/27/14,25.71,72.23,-166.99,-1.7353,32.0056,10.96,50.6,1.92
SubIce,6301,5/27/14,10.577,72.23,-166.99,-1.7374,32.0013,10.9,50,1.87
SubIce,6301,5/27/14,5.637,72.23,-166.99,-1.7384,32.0001,10.84,50,1.87
SubIce,6301,5/27/14,2.661,72.23,-166.99,-1.7393,32.0008,10.82,49.6,1.88
SubIce,6401,5/27/14,46.052,72.16,-166.61,-1.7255,32.1538,12.75,55.6,2.17
SubIce,6401,5/27/14,25.264,72.16,-166.61,-1.6985,32.0619,11.73,51.8,1.94
SubIce,6401,5/27/14,10.003,72.16,-166.61,-1.6925,32.0613,11.58,51.1,1.92
SubIce,6401,5/27/14,5.037,72.16,-166.61,-1.697,32.0619,11.62,51.3,1.92
SubIce,6401,5/27/14,2.327,72.16,-166.61,-1.6939,32.0613,11.59,51.4,1.92
SubIce,6501,5/27/14,45.474,72.1,-165.84,-1.7307,32.2585,13.89,56.9,2.1
SubIce,6501,5/27/14,25.133,72.1,-165.84,-1.7196,32.0283,13.2,53.7,1.98
SubIce,6501,5/27/14,10.007,72.1,-165.84,-1.7152,32.0258,13.48,52.8,1.92
SubIce,6501,5/27/14,4.91,72.1,-165.84,-1.716,32.0254,13.49,52.9,1.93
SubIce,6501,5/27/14,2.509,72.1,-165.84,-1.7153,32.0253,13.46,53,1.92
SubIce,6601,5/27/14,43.753,72.12,-165.38,-1.744,32.4759,14.17,56.9,2.08
SubIce,6601,5/27/14,25.142,72.12,-165.38,-1.7278,32.085,12.91,52.1,1.93
